valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,code_postal,type_local,total_surface_lots
1078030.0,75.0,4.0,75017.0,Appartement,78.59
734000.0,63.0,2.0,75009.0,Appartement,65.41
1000000.0,83.0,4.0,75017.0,Appartement,90.85
222000.0,19.0,1.0,75008.0,Appartement,18.17
239000.0,21.0,1.0,75017.0,Appartement,18.3
210000.0,35.0,2.0,75017.0,Appartement,20.0
442500.0,44.0,3.0,75018.0,Appartement,47.67
226990.0,20.0,1.0,75020.0,Appartement,20.05
586300.0,68.0,2.0,75018.0,Appartement,73.61
189000.0,20.0,1.0,75020.0,Appartement,17.8
482000.0,61.0,3.0,75018.0,Appartement,67.0
230000.0,14.0,1.0,75010.0,Appartement,0.0
230000.0,10.0,1.0,75010.0,Appartement,18.32
280000.0,30.0,2.0,75020.0,Appartement,29.8
390000.0,30.0,2.0,75009.0,Appartement,31.0
800000.0,58.0,3.0,75018.0,Appartement,61.1
1070000.0,100.0,4.0,75017.0,Appartement,90.16
219000.0,23.0,1.0,75009.0,Appartement,20.87
219000.0,10.0,1.0,75009.0,Appartement,7.1
700600.0,65.0,3.0,75017.0,Appartement,66.56
415000.0,44.0,2.0,75020.0,Appartement,45.43
278000.0,44.0,2.0,75018.0,Appartement,33.91
638720.0,56.0,3.0,75010.0,Appartement,59.68
519000.0,46.0,2.0,75017.0,Appartement,46.71
208020.0,16.0,1.0,75018.0,Appartement,18.62
1040000.0,80.0,3.0,75010.0,Appartement,95.24
199500.0,20.0,2.0,75019.0,Appartement,19.38
550000.0,53.0,3.0,75018.0,Appartement,53.47
400000.0,47.0,2.0,75020.0,Appartement,47.08
610700.0,47.0,2.0,75017.0,Appartement,47.45
886900.0,54.0,1.0,75018.0,Appartement,83.02
158000.0,172.0,5.0,75017.0,Appartement,8.42
345000.0,27.0,1.0,75003.0,Appartement,26.9
182000.0,21.0,1.0,75020.0,Appartement,18.96
420000.0,40.0,2.0,75008.0,Appartement,39.85
238000.0,28.0,1.0,75018.0,Appartement,0.0
344960.0,28.0,1.0,75017.0,Appartement,28.25
509850.0,55.0,2.0,75020.0,Appartement,54.07
430000.0,47.0,3.0,75019.0,Appartement,0.0
370000.0,30.0,2.0,75017.0,Appartement,0.0
465000.0,46.0,2.0,75018.0,Appartement,44.24
437000.0,40.0,1.0,75018.0,Appartement,40.54
542100.0,45.0,3.0,75017.0,Appartement,0.0
476000.0,30.0,3.0,75009.0,Appartement,35.15
288000.0,24.0,2.0,75018.0,Appartement,25.04
135200.0,12.0,1.0,75020.0,Appartement,12.35
378200.0,39.0,2.0,75002.0,Appartement,37.9
310000.0,28.0,2.0,75020.0,Appartement,28.26
960000.0,90.0,4.0,75017.0,Appartement,0.0
575000.0,45.0,3.0,75019.0,Appartement,50.29
340000.0,48.0,2.0,75019.0,Appartement,38.88
507767.0,40.0,2.0,75009.0,Appartement,40.12
127224.0,37.0,2.0,75018.0,Appartement,38.31
932000.0,73.0,4.0,75009.0,Appartement,73.29
1010000.0,104.0,5.0,75009.0,Appartement,101.04
320000.0,34.0,1.0,75019.0,Appartement,34.16
600000.0,53.0,3.0,75018.0,Appartement,54.49
207350.0,20.0,1.0,75002.0,Appartement,20.83
507000.0,44.0,2.0,75017.0,Appartement,43.1
850000.0,70.0,2.0,75003.0,Appartement,70.67
510000.0,52.0,2.0,75018.0,Appartement,47.46
618838.0,58.0,3.0,75010.0,Appartement,51.18
263000.0,25.0,1.0,75018.0,Appartement,27.24
439400.0,52.0,2.0,75020.0,Appartement,51.9
642000.0,58.0,3.0,75020.0,Appartement,71.07
148000.0,26.0,1.0,75018.0,Appartement,12.07
750000.0,70.0,0.0,75002.0,Local industriel. commercial ou assimilé,0.0
190000.0,16.0,1.0,75018.0,Appartement,16.18
570000.0,62.0,3.0,75018.0,Appartement,62.52
920000.0,25.0,2.0,75018.0,Appartement,24.5
920000.0,34.0,2.0,75018.0,Appartement,23.66
920000.0,25.0,1.0,75018.0,Appartement,27.22
920000.0,33.0,3.0,75020.0,Appartement,31.9
200120.0,21.0,1.0,75020.0,Appartement,20.38
450000.0,36.0,1.0,75010.0,Appartement,0.0
650170.0,60.0,3.0,75020.0,Appartement,57.24
160000.0,17.0,1.0,75018.0,Appartement,17.91
849000.0,77.0,4.0,75010.0,Appartement,80.31
295000.0,34.0,3.0,75019.0,Appartement,33.6
278000.0,31.0,2.0,75019.0,Appartement,0.0
190000.0,15.0,0.0,75017.0,Local industriel. commercial ou assimilé,16.65
746850.0,64.0,3.0,75010.0,Appartement,64.05
510000.0,54.0,3.0,75002.0,Appartement,0.0
790000.0,87.0,5.0,75018.0,Appartement,87.26
393000.0,32.0,2.0,75010.0,Appartement,33.88
370000.0,36.0,2.0,75020.0,Appartement,38.57
317000.0,31.0,2.0,75017.0,Appartement,31.73
480000.0,38.0,3.0,75009.0,Appartement,38.09
390000.0,26.0,1.0,75002.0,Appartement,26.15
390000.0,10.0,1.0,75002.0,Appartement,10.77
593580.0,90.0,4.0,75003.0,Appartement,45.62
215000.0,40.0,2.0,75019.0,Appartement,24.02
495000.0,46.0,3.0,75018.0,Appartement,42.02
326000.0,33.0,2.0,75010.0,Appartement,32.0
768650.0,67.0,3.0,75009.0,Appartement,65.16
318000.0,43.0,3.0,75017.0,Appartement,31.19
386000.0,42.0,2.0,75019.0,Appartement,38.21
393000.0,67.0,3.0,75019.0,Appartement,66.67
240000.0,16.0,1.0,75017.0,Appartement,20.9
592500.0,45.0,3.0,75017.0,Appartement,46.9
540000.0,50.0,2.0,75017.0,Appartement,48.53
210000.0,16.0,1.0,75004.0,Appartement,14.6
221500.0,25.0,2.0,75017.0,Appartement,20.76
280000.0,17.0,1.0,75017.0,Appartement,17.01
935000.0,78.0,3.0,75017.0,Appartement,77.76
265000.0,37.0,0.0,75010.0,Local industriel. commercial ou assimilé,40.11
342000.0,31.0,2.0,75018.0,Appartement,31.1
920500.0,78.0,3.0,75009.0,Appartement,78.81
157300.0,16.0,1.0,75018.0,Appartement,15.8
665000.0,27.0,2.0,75018.0,Appartement,0.0
665000.0,139.0,8.0,75018.0,Appartement,57.03
300000.0,20.0,1.0,75018.0,Appartement,35.22
523400.0,46.0,2.0,75009.0,Appartement,45.08
599000.0,61.0,3.0,75019.0,Appartement,64.0
851898.0,25.0,0.0,75010.0,Local industriel. commercial ou assimilé,40.0
370000.0,34.0,1.0,75009.0,Appartement,35.01
513000.0,42.0,3.0,75017.0,Appartement,41.8
356000.0,35.0,1.0,75020.0,Appartement,35.71
278000.0,26.0,1.0,75020.0,Appartement,25.46
265000.0,29.0,3.0,75020.0,Appartement,30.77
277405.0,29.0,2.0,75017.0,Appartement,27.22
537950.0,45.0,3.0,75018.0,Appartement,38.72
398000.0,45.0,3.0,75018.0,Appartement,45.06
610000.0,49.0,2.0,75017.0,Appartement,54.22
200000.0,25.0,1.0,75018.0,Appartement,25.63
366000.0,62.0,3.0,75019.0,Appartement,56.58
115000.0,15.0,1.0,75018.0,Appartement,18.64
225000.0,28.0,1.0,75018.0,Appartement,18.02
460000.0,46.0,3.0,75020.0,Appartement,47.19
270000.0,28.0,2.0,75018.0,Appartement,26.01
270000.0,27.0,2.0,75018.0,Appartement,24.78
218330.0,27.0,1.0,75018.0,Appartement,26.38
831000.0,42.0,2.0,75010.0,Appartement,0.0
831000.0,36.0,2.0,75010.0,Appartement,91.81
831000.0,16.0,1.0,75010.0,Appartement,0.0
865300.0,67.0,4.0,75017.0,Appartement,66.36
230000.0,12.0,1.0,75018.0,Appartement,21.03
555000.0,54.0,3.0,75010.0,Appartement,66.13
1110245.0,100.0,4.0,75019.0,Appartement,96.08
312000.0,52.0,2.0,75002.0,Appartement,49.0
115000.0,12.0,1.0,75018.0,Appartement,13.25
437100.0,50.0,2.0,75020.0,Appartement,47.9
895000.0,88.0,4.0,75019.0,Appartement,88.39
462963.0,70.0,3.0,75020.0,Appartement,69.28
430000.0,34.0,2.0,75017.0,Appartement,35.0
865000.0,69.0,3.0,75009.0,Appartement,67.78
289950.0,30.0,2.0,75017.0,Appartement,26.05
199500.0,16.0,1.0,75017.0,Appartement,0.0
462000.0,36.0,2.0,75004.0,Appartement,34.64
337000.0,38.0,2.0,75019.0,Appartement,41.62
350000.0,32.0,2.0,75010.0,Appartement,32.12
279000.0,28.0,1.0,75009.0,Appartement,28.06
758232.0,75.0,1.0,75019.0,Appartement,69.77
315000.0,31.0,2.0,75017.0,Appartement,32.07
260000.0,9.0,1.0,75009.0,Appartement,7.43
260000.0,10.0,1.0,75009.0,Appartement,7.81
260000.0,10.0,1.0,75009.0,Appartement,5.04
260000.0,10.0,1.0,75009.0,Appartement,8.31
510000.0,51.0,3.0,75010.0,Appartement,48.83
870000.0,88.0,4.0,75018.0,Appartement,81.49
170010.0,15.0,1.0,75019.0,Appartement,17.01
585500.0,58.0,3.0,75010.0,Appartement,64.19
827727.0,88.0,4.0,75020.0,Appartement,88.6
744500.0,72.0,4.0,75017.0,Appartement,74.73
807720.0,45.0,3.0,75008.0,Appartement,59.6
454000.0,43.0,2.0,75017.0,Appartement,40.67
594700.0,79.0,4.0,75018.0,Appartement,79.55
425000.0,34.0,2.0,75017.0,Appartement,36.79
354000.0,32.0,2.0,75010.0,Appartement,32.42
672400.0,53.0,3.0,75017.0,Appartement,66.05
825000.0,70.0,4.0,75001.0,Appartement,70.4
290000.0,38.0,2.0,75018.0,Appartement,33.5
430000.0,39.0,2.0,75019.0,Appartement,39.77
581350.0,35.0,3.0,75017.0,Appartement,45.18
210000.0,27.0,1.0,75020.0,Appartement,19.5
210000.0,27.0,2.0,75010.0,Appartement,0.0
273000.0,26.0,2.0,75018.0,Appartement,0.0
210000.0,22.0,2.0,75020.0,Appartement,0.0
490620.0,36.0,2.0,75010.0,Appartement,39.88
138000.0,16.0,1.0,75020.0,Appartement,15.41
138179.0,8.0,1.0,75001.0,Appartement,9.11
350000.0,60.0,3.0,75020.0,Appartement,46.96
277000.0,26.0,2.0,75017.0,Appartement,26.4
375240.0,27.0,2.0,75018.0,Appartement,31.01
525000.0,38.0,3.0,75003.0,Appartement,42.05
573100.0,44.0,2.0,75017.0,Appartement,45.0
552000.0,54.0,3.0,75019.0,Appartement,65.26
334000.0,28.0,2.0,75018.0,Appartement,40.09
542500.0,70.0,3.0,75020.0,Appartement,53.02
475000.0,60.0,3.0,75017.0,Appartement,0.0
375000.0,32.0,1.0,75008.0,Appartement,31.04
222000.0,17.0,1.0,75008.0,Appartement,17.38
799030.0,53.0,2.0,75008.0,Appartement,52.85
250000.0,23.0,1.0,75002.0,Appartement,21.47
723000.0,57.0,2.0,75002.0,Appartement,55.68
132965.0,12.0,1.0,75020.0,Appartement,12.5
825000.0,95.0,5.0,75018.0,Appartement,96.08
305000.0,35.0,1.0,75018.0,Appartement,30.46
155000.0,15.0,1.0,75020.0,Appartement,15.94
155000.0,18.0,1.0,75020.0,Appartement,13.91
930000.0,90.0,0.0,75009.0,Local industriel. commercial ou assimilé,101.0
530000.0,54.0,3.0,75010.0,Appartement,54.78
239880.0,18.0,1.0,75001.0,Appartement,13.5
670020.0,85.0,4.0,75010.0,Appartement,86.06
206000.0,22.0,1.0,75017.0,Appartement,22.65
418950.0,29.0,2.0,75003.0,Appartement,29.75
436000.0,41.0,2.0,75018.0,Appartement,39.54
271250.0,26.0,2.0,75009.0,Appartement,0.0
396650.0,39.0,0.0,75003.0,Local industriel. commercial ou assimilé,33.28
317000.0,30.0,1.0,75010.0,Appartement,30.82
410000.0,35.0,3.0,75018.0,Appartement,26.63
259900.0,18.0,2.0,75010.0,Appartement,27.35
450000.0,40.0,2.0,75010.0,Appartement,27.92
365000.0,36.0,2.0,75018.0,Appartement,35.88
230000.0,23.0,2.0,75010.0,Appartement,21.97
1008000.0,92.0,3.0,75020.0,Appartement,93.52
240000.0,31.0,2.0,75017.0,Appartement,31.77
785000.0,91.0,5.0,75020.0,Appartement,93.3
457558.0,37.0,2.0,75017.0,Appartement,37.25
441250.0,32.0,2.0,75018.0,Appartement,34.4
245000.0,36.0,2.0,75019.0,Appartement,35.44
551950.0,69.0,3.0,75020.0,Appartement,69.6
209000.0,16.0,1.0,75018.0,Appartement,17.3
515000.0,50.0,2.0,75010.0,Appartement,56.12
257000.0,25.0,1.0,75018.0,Appartement,25.42
650600.0,55.0,3.0,75018.0,Appartement,56.83
303056.0,41.0,2.0,75019.0,Appartement,39.9
390000.0,40.0,2.0,75018.0,Appartement,39.5
363000.0,42.0,2.0,75018.0,Appartement,37.97
168800.0,25.0,1.0,75018.0,Appartement,23.15
200000.0,25.0,2.0,75018.0,Appartement,24.91
251300.0,23.0,2.0,75018.0,Appartement,24.59
290000.0,36.0,2.0,75010.0,Appartement,32.4
362000.0,35.0,2.0,75018.0,Appartement,34.91
340000.0,45.0,2.0,75019.0,Appartement,44.07
590400.0,45.0,1.0,75017.0,Appartement,47.02
757700.0,85.0,4.0,75010.0,Appartement,80.75
875000.0,80.0,4.0,75008.0,Appartement,86.37
327100.0,40.0,2.0,75018.0,Appartement,34.66
300000.0,27.0,2.0,75017.0,Appartement,30.08
1030000.0,120.0,6.0,75018.0,Appartement,230.94
415000.0,15.0,1.0,75017.0,Appartement,0.0
520000.0,47.0,3.0,75009.0,Appartement,46.38
107000.0,20.0,1.0,75017.0,Appartement,12.12
1070000.0,85.0,4.0,75017.0,Appartement,80.26
182000.0,27.0,2.0,75018.0,Appartement,27.33
329500.0,38.0,2.0,75020.0,Appartement,33.64
224237.0,34.0,1.0,75019.0,Appartement,26.58
520000.0,45.0,2.0,75017.0,Appartement,43.7
220000.0,50.0,0.0,75009.0,Local industriel. commercial ou assimilé,42.08
350000.0,48.0,3.0,75018.0,Appartement,37.32
320000.0,38.0,2.0,75018.0,Appartement,35.6
182000.0,19.0,1.0,75018.0,Appartement,20.88
690000.0,105.0,0.0,75018.0,Local industriel. commercial ou assimilé,90.61
380000.0,34.0,1.0,75017.0,Appartement,33.23
278000.0,25.0,2.0,75010.0,Appartement,23.6
325000.0,35.0,2.0,75017.0,Appartement,33.65
215000.0,25.0,2.0,75018.0,Appartement,26.72
544500.0,44.0,2.0,75017.0,Appartement,43.28
542600.0,50.0,3.0,75018.0,Appartement,41.8
410000.0,46.0,0.0,75009.0,Local industriel. commercial ou assimilé,49.1
868600.0,53.0,4.0,75017.0,Appartement,62.46
228000.0,27.0,2.0,75018.0,Appartement,28.27
670000.0,59.0,2.0,75017.0,Appartement,62.48
236000.0,30.0,1.0,75020.0,Appartement,31.29
1144000.0,115.0,4.0,75020.0,Appartement,115.04
352000.0,36.0,2.0,75020.0,Appartement,37.86
390360.0,108.0,4.0,75017.0,Appartement,0.0
244000.0,25.0,1.0,75017.0,Appartement,25.55
275300.0,24.0,0.0,75018.0,Local industriel. commercial ou assimilé,23.02
515000.0,62.0,3.0,75017.0,Appartement,62.75
346000.0,35.0,2.0,75009.0,Appartement,29.43
113820.0,12.0,1.0,75019.0,Appartement,12.17
120000.0,16.0,1.0,75008.0,Appartement,15.15
775257.0,63.0,3.0,75009.0,Appartement,62.0
550000.0,53.0,3.0,75017.0,Appartement,53.07
910000.0,122.0,6.0,75017.0,Appartement,140.08
580000.0,62.0,3.0,75017.0,Appartement,58.9
780000.0,54.0,0.0,75003.0,Local industriel. commercial ou assimilé,56.92
780000.0,54.0,0.0,75003.0,Local industriel. commercial ou assimilé,56.92
162000.0,16.0,1.0,75017.0,Appartement,15.8
246510.0,24.0,1.0,75020.0,Appartement,27.37
545000.0,55.0,3.0,75020.0,Appartement,57.7
530000.0,46.0,2.0,75017.0,Appartement,0.0
202500.0,21.0,1.0,75020.0,Appartement,20.8
638700.0,70.0,3.0,75018.0,Appartement,67.29
435000.0,37.0,1.0,75009.0,Appartement,33.81
520000.0,45.0,3.0,75017.0,Appartement,45.61
365000.0,35.0,1.0,75020.0,Appartement,35.2
340000.0,36.0,2.0,75020.0,Appartement,36.17
455000.0,46.0,2.0,75009.0,Appartement,0.0
235000.0,38.0,2.0,75018.0,Appartement,36.06
858810.0,94.0,5.0,75020.0,Appartement,94.37
250000.0,20.0,1.0,75017.0,Appartement,0.0
150000.0,25.0,2.0,75019.0,Appartement,26.36
157000.0,7.0,1.0,75010.0,Appartement,12.0
157000.0,8.0,1.0,75010.0,Appartement,0.0
520000.0,50.0,1.0,75018.0,Maison,51.72
346000.0,78.0,4.0,75018.0,Appartement,37.25
872200.0,86.0,3.0,75010.0,Appartement,84.21
135010.0,12.0,1.0,75017.0,Appartement,13.98
240000.0,25.0,2.0,75019.0,Appartement,25.27
1133100.0,90.0,4.0,75010.0,Appartement,89.12
1133100.0,5.0,1.0,75010.0,Appartement,0.0
849100.0,71.0,3.0,75001.0,Appartement,70.65
175000.0,18.0,1.0,75019.0,Appartement,17.88
330000.0,31.0,2.0,75020.0,Appartement,30.79
550000.0,38.0,3.0,75001.0,Appartement,40.8
754000.0,70.0,3.0,75008.0,Appartement,62.67
350000.0,32.0,2.0,75018.0,Appartement,32.7
1070000.0,90.0,4.0,75019.0,Appartement,91.13
165000.0,14.0,1.0,75019.0,Appartement,13.6
540000.0,52.0,2.0,75001.0,Appartement,50.68
385000.0,39.0,2.0,75020.0,Appartement,37.79
225000.0,20.0,1.0,75018.0,Appartement,25.52
505000.0,40.0,2.0,75018.0,Appartement,43.35
560000.0,49.0,0.0,75010.0,Local industriel. commercial ou assimilé,53.56
205000.0,21.0,1.0,75017.0,Appartement,17.77
560000.0,67.0,4.0,75017.0,Appartement,69.34
385000.0,40.0,2.0,75018.0,Appartement,38.95
400000.0,56.0,2.0,75008.0,Appartement,0.0
400000.0,76.0,4.0,75008.0,Appartement,0.0
345000.0,34.0,1.0,75020.0,Appartement,36.35
705000.0,54.0,3.0,75018.0,Appartement,56.22
459350.0,26.0,2.0,75003.0,Appartement,27.03
475600.0,49.0,2.0,75020.0,Appartement,47.5
504000.0,42.0,2.0,75009.0,Appartement,43.63
639400.0,61.0,2.0,75018.0,Appartement,62.06
410000.0,23.0,1.0,75010.0,Appartement,0.0
410000.0,40.0,2.0,75010.0,Appartement,41.14
825000.0,80.0,4.0,75010.0,Appartement,78.01
570000.0,53.0,2.0,75002.0,Appartement,45.59
175000.0,20.0,1.0,75018.0,Appartement,21.34
884000.0,75.0,3.0,75018.0,Appartement,80.01
220000.0,29.0,1.0,75020.0,Appartement,28.61
650000.0,64.0,3.0,75020.0,Appartement,113.06
290000.0,24.0,1.0,75018.0,Appartement,33.78
1100000.0,78.0,4.0,75008.0,Appartement,79.7
432900.0,37.0,3.0,75017.0,Appartement,43.09
523500.0,54.0,3.0,75018.0,Appartement,52.17
200000.0,16.0,1.0,75010.0,Appartement,19.73
960000.0,80.0,4.0,75009.0,Appartement,78.93
960000.0,7.0,1.0,75009.0,Appartement,0.0
575000.0,39.0,4.0,75010.0,Appartement,58.63
130000.0,13.0,1.0,75010.0,Appartement,9.88
118000.0,14.0,1.0,75017.0,Appartement,11.25
510000.0,35.0,1.0,75001.0,Appartement,0.0
510000.0,28.0,1.0,75001.0,Appartement,28.12
513359.0,37.0,3.0,75020.0,Appartement,56.21
604000.0,63.0,3.0,75017.0,Appartement,59.08
580000.0,82.0,0.0,75018.0,Local industriel. commercial ou assimilé,0.0
265000.0,43.0,2.0,75018.0,Appartement,24.63
510000.0,48.0,2.0,75009.0,Appartement,47.7
316120.0,32.0,2.0,75019.0,Appartement,31.3
387000.0,35.0,2.0,75010.0,Appartement,41.1
315000.0,37.0,2.0,75010.0,Appartement,31.01
345000.0,69.0,0.0,75010.0,Local industriel. commercial ou assimilé,56.37
520000.0,45.0,2.0,75004.0,Appartement,45.65
1049000.0,105.0,4.0,75017.0,Appartement,79.08
503000.0,67.0,3.0,75018.0,Appartement,67.09
120000.0,16.0,1.0,75019.0,Appartement,15.3
350000.0,25.0,1.0,75017.0,Appartement,29.21
480000.0,47.0,3.0,75019.0,Appartement,46.94
302000.0,23.0,2.0,75019.0,Appartement,18.72
612350.0,48.0,3.0,75010.0,Appartement,47.51
293605.0,35.0,2.0,75020.0,Appartement,35.06
1080000.0,85.0,3.0,75008.0,Appartement,93.33
268547.0,22.0,1.0,75017.0,Appartement,16.92
280000.0,26.0,1.0,75018.0,Appartement,25.04
677000.0,73.0,0.0,75010.0,Local industriel. commercial ou assimilé,78.28
348000.0,30.0,1.0,75017.0,Appartement,30.85
360000.0,38.0,1.0,75020.0,Appartement,38.0
170000.0,15.0,1.0,75001.0,Appartement,15.45
430000.0,40.0,3.0,75010.0,Appartement,40.88
900000.0,91.0,4.0,75010.0,Appartement,103.14
808130.0,54.0,3.0,75018.0,Appartement,51.03
550000.0,56.0,3.0,75010.0,Appartement,52.06
170000.0,21.0,1.0,75017.0,Appartement,21.71
1129103.8,97.0,4.0,75017.0,Appartement,99.38
934570.0,69.0,3.0,75008.0,Appartement,70.1
350000.0,30.0,2.0,75018.0,Appartement,31.42
467000.0,58.0,4.0,75019.0,Appartement,0.0
700000.0,57.0,2.0,75008.0,Appartement,56.47
370000.0,32.0,2.0,75020.0,Appartement,0.0
405000.0,45.0,2.0,75018.0,Appartement,0.0
216000.0,19.0,1.0,75018.0,Appartement,19.02
162000.0,15.0,1.0,75010.0,Appartement,17.6
477384.0,73.0,3.0,75018.0,Appartement,39.14
796000.0,55.0,3.0,75002.0,Appartement,53.0
726800.0,62.0,2.0,75018.0,Appartement,53.18
277000.0,24.0,1.0,75017.0,Appartement,23.47
190000.0,25.0,1.0,75018.0,Appartement,23.3
316500.0,28.0,2.0,75020.0,Appartement,28.76
227000.0,33.0,1.0,75020.0,Appartement,25.46
524000.0,50.0,3.0,75018.0,Appartement,50.09
650500.0,61.0,3.0,75017.0,Appartement,62.78
500000.0,45.0,3.0,75020.0,Appartement,60.51
470249.0,61.0,2.0,75010.0,Appartement,61.29
320000.0,30.0,1.0,75004.0,Appartement,26.04
750000.0,105.0,4.0,75010.0,Appartement,103.51
520000.0,38.0,3.0,75010.0,Appartement,49.28
297350.0,38.0,2.0,75017.0,Appartement,26.94
604000.0,73.0,4.0,75018.0,Appartement,74.8
500000.0,50.0,2.0,75004.0,Appartement,39.99
920000.0,160.0,4.0,75018.0,Appartement,132.19
680000.0,64.0,2.0,75010.0,Appartement,64.81
315000.0,32.0,2.0,75018.0,Appartement,30.58
235000.0,17.0,1.0,75018.0,Appartement,0.0
385000.0,52.0,3.0,75020.0,Appartement,48.34
681650.0,69.0,3.0,75020.0,Appartement,66.31
182730.0,20.0,1.0,75020.0,Appartement,20.13
300000.0,46.0,0.0,75010.0,Local industriel. commercial ou assimilé,44.0
250000.0,32.0,0.0,75017.0,Local industriel. commercial ou assimilé,30.6
164000.0,20.0,1.0,75001.0,Appartement,13.43
625000.0,63.0,3.0,75019.0,Appartement,64.97
350000.0,39.0,2.0,75020.0,Appartement,0.0
361000.0,31.0,2.0,75010.0,Appartement,38.5
750000.0,96.0,0.0,75001.0,Local industriel. commercial ou assimilé,69.04
410000.0,51.0,2.0,75020.0,Appartement,50.83
106000.0,12.0,1.0,75020.0,Appartement,11.82
266000.0,26.0,1.0,75010.0,Appartement,26.64
340000.0,27.0,1.0,75018.0,Appartement,27.43
155000.0,15.0,1.0,75018.0,Appartement,15.55
315000.0,33.0,2.0,75020.0,Appartement,0.0
556000.0,296.0,0.0,75010.0,Local industriel. commercial ou assimilé,0.0
556000.0,54.0,3.0,75010.0,Appartement,0.0
1057692.0,92.0,3.0,75017.0,Appartement,93.35
385000.0,37.0,1.0,75009.0,Appartement,37.01
175000.0,15.0,1.0,75010.0,Appartement,0.0
399000.0,50.0,3.0,75018.0,Appartement,39.84
685000.0,48.0,3.0,75004.0,Appartement,0.0
405000.0,45.0,2.0,75018.0,Appartement,33.19
207000.0,19.0,1.0,75002.0,Appartement,0.0
269600.0,25.0,2.0,75010.0,Appartement,25.62
580000.0,60.0,3.0,75020.0,Appartement,58.67
470000.0,41.0,3.0,75018.0,Appartement,42.16
318000.0,32.0,2.0,75018.0,Appartement,0.0
327000.0,38.0,2.0,75019.0,Appartement,0.0
255000.0,32.0,1.0,75017.0,Appartement,32.37
430000.0,48.0,3.0,75009.0,Appartement,43.84
115000.0,16.0,1.0,75017.0,Appartement,14.34
245000.0,21.0,1.0,75018.0,Appartement,26.08
373500.0,31.0,2.0,75017.0,Appartement,31.75
531500.0,45.0,2.0,75017.0,Appartement,46.8
140000.0,16.0,1.0,75017.0,Appartement,0.0
480000.0,69.0,4.0,75019.0,Appartement,67.74
706000.0,63.0,4.0,75017.0,Appartement,68.25
550000.0,40.0,2.0,75008.0,Appartement,44.18
600000.0,62.0,3.0,75004.0,Appartement,58.15
360000.0,27.0,1.0,75009.0,Appartement,28.42
120000.0,18.0,2.0,75020.0,Appartement,0.0
565000.0,58.0,2.0,75019.0,Appartement,58.4
600000.0,51.0,3.0,75017.0,Appartement,51.06
675000.0,61.0,3.0,75017.0,Appartement,60.34
550000.0,30.0,2.0,75004.0,Appartement,37.48
495400.0,43.0,2.0,75017.0,Appartement,45.1
364013.0,43.0,2.0,75010.0,Appartement,34.26
296990.0,29.0,1.0,75019.0,Appartement,27.53
330000.0,41.0,2.0,75010.0,Appartement,41.94
582350.0,51.0,2.0,75008.0,Appartement,51.48
1145000.0,51.0,2.0,75017.0,Appartement,108.65
1145000.0,49.0,2.0,75017.0,Appartement,0.0
140000.0,119.0,0.0,75002.0,Local industriel. commercial ou assimilé,16.7
506300.0,43.0,3.0,75018.0,Appartement,39.75
368000.0,35.0,2.0,75010.0,Appartement,65.02
1035500.0,102.0,4.0,75017.0,Appartement,93.77
399000.0,32.0,2.0,75017.0,Appartement,34.25
320000.0,30.0,1.0,75010.0,Appartement,28.88
860000.0,90.0,0.0,75002.0,Local industriel. commercial ou assimilé,83.11
1017400.0,71.0,2.0,75009.0,Appartement,0.0
290090.0,24.0,1.0,75003.0,Appartement,23.55
759615.0,83.0,4.0,75017.0,Appartement,74.72
191400.0,14.0,1.0,75003.0,Appartement,13.69
333000.0,25.0,2.0,75002.0,Appartement,25.92
785000.0,65.0,3.0,75017.0,Appartement,66.44
430000.0,56.0,3.0,75019.0,Appartement,56.91
123000.0,39.0,2.0,75020.0,Appartement,21.76
781800.0,56.0,2.0,75001.0,Appartement,54.6
290000.0,32.0,2.0,75020.0,Appartement,31.61
791540.0,54.0,2.0,75003.0,Appartement,54.76
886500.0,70.0,3.0,75009.0,Appartement,72.25
218000.0,20.0,1.0,75019.0,Appartement,22.96
990000.0,80.0,4.0,75017.0,Appartement,81.81
673000.0,61.0,0.0,75009.0,Local industriel. commercial ou assimilé,62.09
107700.0,9.0,1.0,75003.0,Appartement,8.52
314000.0,30.0,2.0,75020.0,Appartement,31.5
1150000.0,100.0,4.0,75017.0,Appartement,0.0
442308.0,63.0,2.0,75020.0,Appartement,64.1
395000.0,41.0,2.0,75018.0,Appartement,41.05
585000.0,66.0,3.0,75018.0,Appartement,0.0
483091.0,40.0,2.0,75020.0,Appartement,52.9
582900.0,45.0,3.0,75018.0,Appartement,48.57
370000.0,40.0,2.0,75020.0,Appartement,41.84
152000.0,13.0,1.0,75020.0,Appartement,14.13
391942.0,39.0,2.0,75020.0,Appartement,35.57
400000.0,31.0,1.0,75017.0,Appartement,31.37
353054.0,48.0,3.0,75020.0,Appartement,48.95
287000.0,29.0,1.0,75020.0,Appartement,28.11
328000.0,28.0,2.0,75018.0,Appartement,26.4
405000.0,55.0,2.0,75019.0,Appartement,55.56
465000.0,55.0,3.0,75020.0,Appartement,55.28
285000.0,21.0,2.0,75020.0,Appartement,26.82
292000.0,34.0,2.0,75019.0,Appartement,35.3
335000.0,34.0,2.0,75019.0,Appartement,37.14
425350.0,37.0,2.0,75010.0,Appartement,35.34
447950.0,49.0,2.0,75020.0,Appartement,45.13
