valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,code_postal,type_local,total_surface_lots
270000.0,25.0,1.0,75020.0,Appartement,0.0
140000.0,14.0,1.0,75019.0,Appartement,17.56
690510.0,71.0,3.0,75009.0,Appartement,76.17
205000.0,18.0,1.0,75018.0,Appartement,18.7
1050000.0,123.0,0.0,75008.0,Local industriel. commercial ou assimilé,123.56
989050.0,76.0,4.0,75009.0,Appartement,70.71
287000.0,15.0,1.0,75001.0,Appartement,18.11
180000.0,16.0,1.0,75020.0,Appartement,0.0
574000.0,47.0,3.0,75018.0,Appartement,0.0
500000.0,50.0,2.0,75020.0,Appartement,0.0
574000.0,56.0,3.0,75009.0,Appartement,0.0
277273.0,55.0,0.0,75017.0,Local industriel. commercial ou assimilé,34.14
360560.5,77.0,4.0,75018.0,Appartement,0.0
540000.0,53.0,3.0,75018.0,Appartement,60.1
249400.0,20.0,1.0,75004.0,Appartement,0.0
642850.0,63.0,3.0,75018.0,Appartement,53.84
101500.0,16.0,0.0,75019.0,Local industriel. commercial ou assimilé,16.19
250000.0,30.0,2.0,75004.0,Appartement,22.6
220000.0,30.0,2.0,75017.0,Appartement,29.35
901130.0,78.0,4.0,75017.0,Appartement,0.0
828750.0,57.0,3.0,75017.0,Appartement,56.65
243000.0,21.0,1.0,75017.0,Appartement,0.0
699000.0,62.0,3.0,75009.0,Appartement,0.0
310000.0,27.0,1.0,75004.0,Appartement,26.38
171429.0,18.0,1.0,75003.0,Appartement,18.9
490000.0,49.0,0.0,75008.0,Local industriel. commercial ou assimilé,0.0
490000.0,212.0,0.0,75008.0,Local industriel. commercial ou assimilé,0.0
490000.0,37.0,0.0,75008.0,Local industriel. commercial ou assimilé,0.0
1000000.0,90.0,4.0,75001.0,Appartement,89.21
216804.3,18.0,1.0,75004.0,Appartement,17.07
191400.0,20.0,1.0,75018.0,Appartement,22.04
455400.0,51.0,2.0,75018.0,Appartement,51.26
755000.0,62.0,3.0,75003.0,Appartement,61.85
145000.0,16.0,1.0,75017.0,Appartement,15.96
465670.0,37.0,2.0,75017.0,Appartement,37.9
370000.0,212.0,0.0,75008.0,Local industriel. commercial ou assimilé,0.0
370000.0,52.0,0.0,75008.0,Local industriel. commercial ou assimilé,51.47
1050000.0,119.0,4.0,75020.0,Appartement,119.06
355000.0,51.0,3.0,75004.0,Appartement,53.1
700000.0,65.0,2.0,75009.0,Appartement,40.01
700000.0,16.0,1.0,75009.0,Appartement,40.01
175000.0,28.0,2.0,75010.0,Appartement,18.32
199500.0,19.0,1.0,75017.0,Appartement,0.0
144000.0,15.0,1.0,75017.0,Appartement,14.22
198800.0,33.0,1.0,75020.0,Appartement,25.61
250000.0,28.0,2.0,75020.0,Appartement,0.0
700000.0,47.0,2.0,75010.0,Appartement,92.37
350000.0,38.0,2.0,75003.0,Appartement,33.81
1090000.0,110.0,4.0,75009.0,Appartement,113.24
1160000.0,80.0,4.0,75009.0,Appartement,82.31
538300.0,43.0,3.0,75004.0,Appartement,0.0
140700.0,66.0,3.0,75018.0,Appartement,0.0
310000.0,20.0,1.0,75017.0,Appartement,0.0
310000.0,30.0,1.0,75017.0,Appartement,30.2
356100.0,28.0,2.0,75010.0,Appartement,0.0
354482.0,29.0,1.0,75002.0,Appartement,0.0
392727.0,83.0,0.0,75017.0,Local industriel. commercial ou assimilé,0.0
300000.0,32.0,3.0,75004.0,Appartement,36.33
1076190.0,89.0,4.0,75017.0,Appartement,89.54
540800.0,37.0,1.0,75003.0,Appartement,35.31
755000.0,100.0,0.0,75020.0,Local industriel. commercial ou assimilé,0.0
218100.0,40.0,2.0,75018.0,Appartement,38.1
1035930.0,64.0,3.0,75003.0,Appartement,56.94
370000.0,27.0,2.0,75017.0,Appartement,0.0
460000.0,53.0,3.0,75010.0,Appartement,0.0
800000.0,56.0,0.0,75002.0,Local industriel. commercial ou assimilé,39.4
200860.0,14.0,1.0,75001.0,Appartement,13.06
330000.0,36.0,2.0,75009.0,Appartement,28.13
270000.0,36.0,2.0,75003.0,Appartement,33.9
228417.0,41.0,3.0,75019.0,Appartement,0.0
840000.0,78.0,3.0,75003.0,Appartement,64.1
417500.0,28.0,2.0,75004.0,Appartement,0.0
403000.0,43.0,3.0,75019.0,Appartement,42.52
557000.0,52.0,3.0,75001.0,Appartement,0.0
255000.0,23.0,1.0,75009.0,Appartement,26.06
570200.0,52.0,3.0,75017.0,Appartement,53.02
770000.0,80.0,4.0,75010.0,Appartement,0.0
220000.0,26.0,2.0,75018.0,Appartement,27.08
600000.0,78.0,4.0,75019.0,Appartement,80.49
356000.0,27.0,2.0,75009.0,Appartement,0.0
300000.0,34.0,0.0,75010.0,Local industriel. commercial ou assimilé,33.81
300000.0,38.0,2.0,75019.0,Appartement,38.11
240000.0,33.0,0.0,75019.0,Local industriel. commercial ou assimilé,0.0
760000.0,66.0,4.0,75017.0,Appartement,67.03
435000.0,60.0,4.0,75010.0,Appartement,61.24
350350.0,46.0,2.0,75018.0,Appartement,0.0
560000.0,33.0,2.0,75017.0,Appartement,0.0
560000.0,45.0,0.0,75017.0,Local industriel. commercial ou assimilé,0.0
1160000.0,90.0,4.0,75017.0,Appartement,92.01
541500.0,20.0,1.0,75008.0,Appartement,0.0
541500.0,28.0,1.0,75008.0,Appartement,0.0
541500.0,20.0,1.0,75008.0,Appartement,0.0
541500.0,28.0,1.0,75008.0,Appartement,0.0
541500.0,20.0,1.0,75008.0,Appartement,0.0
541500.0,20.0,1.0,75008.0,Appartement,0.0
541500.0,29.0,1.0,75008.0,Appartement,0.0
541500.0,26.0,1.0,75008.0,Appartement,0.0
541500.0,23.0,1.0,75008.0,Appartement,0.0
541500.0,24.0,1.0,75008.0,Appartement,0.0
541500.0,26.0,1.0,75008.0,Appartement,0.0
541500.0,24.0,1.0,75008.0,Appartement,0.0
541500.0,20.0,1.0,75008.0,Appartement,0.0
489000.0,57.0,3.0,75017.0,Appartement,0.0
425000.0,46.0,2.0,75019.0,Appartement,45.81
780000.0,55.0,0.0,75002.0,Local industriel. commercial ou assimilé,0.0
780000.0,24.0,1.0,75002.0,Appartement,0.0
780000.0,7.0,0.0,75002.0,Local industriel. commercial ou assimilé,0.0
615000.0,74.0,3.0,75010.0,Appartement,74.4
645000.0,60.0,2.0,75020.0,Appartement,0.0
315000.0,28.0,2.0,75010.0,Appartement,28.1
698150.0,68.0,3.0,75020.0,Appartement,0.0
796600.0,70.0,3.0,75004.0,Appartement,0.0
482393.03,40.0,2.0,75010.0,Appartement,40.71
600700.0,59.0,3.0,75013.0,Appartement,58.09
543000.0,30.0,2.0,75006.0,Appartement,32.51
595000.0,58.0,2.0,75013.0,Appartement,0.0
200000.0,17.0,1.0,75016.0,Appartement,18.87
650000.0,57.0,4.0,75011.0,Appartement,58.3
532693.0,60.0,3.0,75015.0,Appartement,56.76
350000.0,34.0,2.0,75011.0,Appartement,33.55
900000.0,135.0,5.0,75015.0,Appartement,0.0
214050.0,23.0,2.0,75014.0,Appartement,22.33
450000.0,52.0,3.0,75015.0,Appartement,0.0
390000.0,32.0,2.0,75005.0,Appartement,33.61
294650.0,37.0,2.0,75014.0,Appartement,28.53
450000.0,48.0,3.0,75013.0,Appartement,50.17
895200.0,65.0,3.0,75005.0,Appartement,68.07
338000.0,22.0,2.0,75011.0,Appartement,21.97
1045000.0,77.0,3.0,75005.0,Appartement,77.1
748550.0,79.0,4.0,75014.0,Appartement,79.14
705000.0,72.0,3.0,75015.0,Appartement,69.54
260000.0,31.0,2.0,75013.0,Appartement,30.33
415000.0,30.0,2.0,75007.0,Appartement,0.0
143000.0,11.0,1.0,75005.0,Appartement,9.97
550000.0,41.0,3.0,75005.0,Appartement,40.99
214050.0,18.0,1.0,75015.0,Appartement,19.0
375000.0,36.0,2.0,75014.0,Appartement,36.37
545000.0,55.0,2.0,75011.0,Appartement,48.2
280000.0,25.0,2.0,75012.0,Appartement,28.82
265260.0,28.0,2.0,75011.0,Appartement,26.21
315000.0,33.0,1.0,75011.0,Appartement,31.36
1091600.0,49.0,2.0,75016.0,Appartement,0.0
345000.0,32.0,2.0,75013.0,Appartement,33.22
316000.0,33.0,2.0,75014.0,Appartement,31.38
399000.0,33.0,2.0,75011.0,Appartement,0.0
1158500.0,104.0,4.0,75011.0,Appartement,88.31
827241.0,71.0,4.0,75005.0,Appartement,68.82
700000.0,60.0,3.0,75011.0,Appartement,66.22
335000.0,33.0,2.0,75013.0,Appartement,32.36
820000.0,70.0,4.0,75015.0,Appartement,292.24
630000.0,60.0,3.0,75016.0,Appartement,60.95
360000.0,30.0,2.0,75016.0,Appartement,36.48
438000.0,40.0,2.0,75012.0,Appartement,38.24
294000.0,26.0,2.0,75011.0,Appartement,26.94
387000.0,32.0,2.0,75012.0,Appartement,34.28
705950.0,60.0,3.0,75005.0,Appartement,60.02
350000.0,35.0,2.0,75011.0,Appartement,36.19
539510.0,56.0,3.0,75012.0,Appartement,0.0
210300.0,25.0,2.0,75011.0,Appartement,26.07
367000.0,26.0,1.0,75005.0,Appartement,26.95
580000.0,58.0,3.0,75011.0,Appartement,57.19
685000.0,374.0,0.0,75011.0,Local industriel. commercial ou assimilé,0.0
485000.0,43.0,3.0,75012.0,Appartement,44.02
313000.0,40.0,2.0,75013.0,Appartement,38.68
540000.0,72.0,3.0,75013.0,Appartement,102.93
329910.0,30.0,2.0,75012.0,Appartement,36.29
240000.0,26.0,1.0,75014.0,Appartement,0.0
128000.0,18.0,1.0,75013.0,Appartement,0.0
560000.0,50.0,3.0,75014.0,Appartement,0.0
913100.0,76.0,4.0,75015.0,Appartement,76.8
335000.0,32.0,2.0,75011.0,Appartement,27.51
626968.0,53.0,2.0,75012.0,Appartement,53.18
790000.0,80.0,3.0,75016.0,Appartement,63.52
758000.0,65.0,2.0,75015.0,Appartement,65.61
300000.0,30.0,0.0,75016.0,Local industriel. commercial ou assimilé,0.0
460000.0,45.0,0.0,75014.0,Local industriel. commercial ou assimilé,52.2
200000.0,72.0,3.0,75015.0,Appartement,68.0
416000.0,58.0,2.0,75015.0,Appartement,52.14
675000.0,32.0,2.0,75013.0,Appartement,66.41
675000.0,13.0,2.0,75013.0,Appartement,0.0
210000.0,17.0,1.0,75012.0,Appartement,15.82
387000.0,42.0,2.0,75012.0,Appartement,41.7
372000.0,43.0,2.0,75015.0,Appartement,37.78
829000.0,68.0,3.0,75012.0,Appartement,68.43
235000.0,25.0,1.0,75005.0,Appartement,15.81
670000.0,65.0,4.0,75011.0,Appartement,64.03
150000.0,17.0,1.0,75012.0,Appartement,15.93
778000.0,76.0,3.0,75012.0,Appartement,76.05
555000.0,52.0,2.0,75013.0,Appartement,52.83
912900.0,74.0,3.0,75016.0,Appartement,69.82
630000.0,42.0,2.0,75015.0,Appartement,0.0
274070.0,24.0,1.0,75012.0,Appartement,22.41
480000.0,58.0,2.0,75015.0,Appartement,56.67
535000.0,46.0,3.0,75015.0,Appartement,0.0
265000.0,23.0,1.0,75011.0,Appartement,25.88
900322.0,100.0,4.0,75015.0,Appartement,98.13
323000.0,46.0,3.0,75014.0,Appartement,0.0
820800.0,82.0,4.0,75016.0,Appartement,68.9
490000.0,35.0,2.0,75005.0,Appartement,35.76
460000.0,54.0,2.0,75011.0,Appartement,0.0
232150.0,18.0,1.0,75011.0,Appartement,19.7
310000.0,24.0,2.0,75014.0,Appartement,24.56
714755.5,60.0,3.0,75016.0,Appartement,62.2
660000.0,54.0,2.0,75014.0,Appartement,50.36
794650.0,45.0,3.0,75013.0,Appartement,74.17
794650.0,45.0,3.0,75013.0,Appartement,74.0
275000.0,29.0,1.0,75016.0,Appartement,29.05
340000.0,40.0,2.0,75005.0,Appartement,30.14
426000.0,38.0,2.0,75016.0,Appartement,38.11
542000.0,54.0,3.0,75011.0,Appartement,52.73
700000.0,52.0,3.0,75005.0,Appartement,57.1
403300.0,36.0,3.0,75014.0,Appartement,35.44
327000.0,30.0,2.0,75012.0,Appartement,31.22
1080000.0,109.0,5.0,75014.0,Appartement,109.06
277000.0,35.0,1.0,75011.0,Appartement,30.4
467500.0,33.0,2.0,75011.0,Appartement,34.14
478900.0,53.0,3.0,75015.0,Appartement,50.55
1133100.0,36.0,2.0,75011.0,Appartement,0.0
1133100.0,30.0,2.0,75011.0,Appartement,85.43
1133100.0,24.0,1.0,75011.0,Appartement,0.0
283000.0,33.0,2.0,75012.0,Appartement,33.05
965000.0,63.0,3.0,75005.0,Appartement,62.68
735000.0,50.0,2.0,75012.0,Appartement,138.22
941000.0,80.0,5.0,75012.0,Appartement,0.0
644500.0,62.0,3.0,75012.0,Appartement,0.0
527030.0,41.0,2.0,75016.0,Appartement,0.0
755000.0,90.0,3.0,75015.0,Appartement,0.0
185000.0,18.0,1.0,75015.0,Appartement,0.0
427000.0,40.0,2.0,75011.0,Appartement,39.83
310000.0,33.0,2.0,75011.0,Appartement,0.0
228000.0,16.0,1.0,75015.0,Appartement,16.12
485000.0,44.0,2.0,75015.0,Appartement,43.09
925000.0,109.0,5.0,75013.0,Appartement,109.63
825000.0,68.0,2.0,75014.0,Appartement,0.0
325000.0,36.0,2.0,75012.0,Appartement,38.33
773200.0,56.0,2.0,75005.0,Appartement,48.46
771500.0,98.0,4.0,75015.0,Appartement,94.0
349000.0,28.0,0.0,75011.0,Local industriel. commercial ou assimilé,28.85
850000.0,81.0,4.0,75013.0,Appartement,81.51
125000.0,11.0,1.0,75011.0,Appartement,0.0
350000.0,30.0,2.0,75011.0,Appartement,30.12
647343.0,30.0,1.0,75014.0,Appartement,0.0
647343.0,25.0,2.0,75014.0,Appartement,0.0
320000.0,28.0,2.0,75011.0,Appartement,29.72
290000.0,26.0,1.0,75012.0,Appartement,26.98
280000.0,15.0,1.0,75006.0,Appartement,16.35
294000.0,28.0,2.0,75015.0,Appartement,28.22
440000.0,48.0,2.0,75016.0,Appartement,47.36
420000.0,53.0,2.0,75012.0,Appartement,0.0
172000.0,15.0,1.0,75011.0,Appartement,15.79
780000.0,37.0,2.0,75014.0,Appartement,73.1
215000.0,24.0,2.0,75015.0,Appartement,18.23
566400.0,57.0,2.0,75015.0,Appartement,58.68
775000.0,65.0,3.0,75011.0,Appartement,64.74
506580.0,52.0,3.0,75015.0,Appartement,47.41
283420.0,50.0,2.0,75007.0,Appartement,158.22
335905.0,29.0,1.0,75013.0,Appartement,30.85
360000.0,34.0,1.0,75014.0,Appartement,0.0
607850.0,65.0,4.0,75013.0,Appartement,64.82
562950.0,54.0,3.0,75015.0,Appartement,53.02
890000.0,8.0,1.0,75006.0,Appartement,0.0
890000.0,75.0,3.0,75006.0,Appartement,62.67
814050.0,72.0,3.0,75015.0,Appartement,70.05
590000.0,65.0,4.0,75012.0,Appartement,66.06
470000.0,43.0,2.0,75015.0,Appartement,42.0
220000.0,17.0,1.0,75015.0,Appartement,0.0
1160000.0,105.0,5.0,75014.0,Appartement,96.79
745500.0,65.0,3.0,75011.0,Appartement,0.0
144000.0,15.0,1.0,75014.0,Appartement,14.3
490900.0,45.0,2.0,75015.0,Appartement,45.36
357800.0,22.0,1.0,75005.0,Appartement,28.31
880000.0,81.0,4.0,75012.0,Appartement,0.0
600000.0,53.0,3.0,75014.0,Appartement,51.55
293700.0,27.0,2.0,75015.0,Appartement,28.08
883000.0,74.0,3.0,75011.0,Appartement,71.8
825700.0,80.0,4.0,75016.0,Appartement,69.19
603000.0,49.0,0.0,75006.0,Local industriel. commercial ou assimilé,0.0
639000.0,64.0,3.0,75012.0,Appartement,0.0
315000.0,30.0,2.0,75012.0,Appartement,0.0
1040000.0,91.0,4.0,75011.0,Appartement,0.0
437000.0,28.0,1.0,75006.0,Appartement,0.0
255000.0,27.0,2.0,75012.0,Appartement,26.74
1158000.0,65.0,3.0,75006.0,Appartement,0.0
540000.0,49.0,2.0,75015.0,Appartement,51.64
801500.0,68.0,2.0,75006.0,Appartement,0.0
480470.0,35.0,2.0,75012.0,Appartement,37.9
334450.0,35.0,2.0,75015.0,Appartement,33.46
469500.0,38.0,2.0,75015.0,Appartement,0.0
375100.0,35.0,1.0,75011.0,Appartement,34.72
585000.0,52.0,2.0,75011.0,Appartement,56.35
560000.0,57.0,2.0,75016.0,Appartement,57.17
465000.0,35.0,1.0,75015.0,Appartement,36.62
436700.0,42.0,1.0,75014.0,Appartement,42.02
560000.0,65.0,4.0,75012.0,Appartement,65.5
342500.0,40.0,2.0,75015.0,Appartement,40.35
529000.0,33.0,2.0,75016.0,Appartement,50.91
529000.0,49.0,3.0,75016.0,Appartement,0.0
529000.0,20.0,0.0,75016.0,Local industriel. commercial ou assimilé,50.91
982050.0,69.0,3.0,75015.0,Appartement,77.1
242000.0,22.0,1.0,75011.0,Appartement,0.0
390000.0,27.0,1.0,75007.0,Appartement,26.22
572500.0,49.0,2.0,75012.0,Appartement,52.62
262000.0,26.0,1.0,75011.0,Appartement,25.03
262000.0,25.0,1.0,75011.0,Appartement,0.0
446070.0,46.0,2.0,75015.0,Appartement,41.6
1000000.0,100.0,5.0,75016.0,Appartement,100.6
660800.0,66.0,3.0,75012.0,Appartement,62.01
570760.0,45.0,2.0,75011.0,Appartement,43.9
273024.0,26.0,2.0,75011.0,Appartement,0.0
610000.0,55.0,3.0,75013.0,Appartement,51.7
671000.0,65.0,3.0,75013.0,Appartement,67.05
380000.0,53.0,0.0,75007.0,Local industriel. commercial ou assimilé,49.91
185000.0,19.0,1.0,75013.0,Appartement,20.35
662500.0,52.0,2.0,75007.0,Appartement,53.42
343000.0,52.0,3.0,75016.0,Appartement,0.0
343000.0,37.0,2.0,75016.0,Appartement,39.61
345640.0,30.0,1.0,75016.0,Appartement,25.4
318000.0,33.0,2.0,75015.0,Appartement,32.21
324400.0,28.0,2.0,75011.0,Appartement,25.89
145500.0,14.0,1.0,75011.0,Appartement,14.52
350000.0,35.0,2.0,75014.0,Appartement,34.75
500000.0,42.0,2.0,75005.0,Appartement,41.42
740000.0,105.0,0.0,75012.0,Local industriel. commercial ou assimilé,0.0
740000.0,57.0,3.0,75012.0,Appartement,0.0
775000.0,58.0,2.0,75005.0,Appartement,59.05
393333.0,50.0,3.0,75014.0,Appartement,52.79
285000.0,26.0,1.0,75012.0,Appartement,26.48
901500.0,78.0,2.0,75012.0,Appartement,78.7
290000.0,27.0,1.0,75011.0,Appartement,27.21
746275.0,67.0,3.0,75013.0,Appartement,0.0
470000.0,53.0,3.0,75013.0,Appartement,54.81
270000.0,24.0,1.0,75015.0,Appartement,23.15
566760.0,55.0,3.0,75012.0,Appartement,56.06
397200.0,35.0,2.0,75005.0,Appartement,35.79
420000.0,39.0,2.0,75013.0,Appartement,38.86
327000.0,45.0,1.0,75016.0,Appartement,36.5
450000.0,37.0,2.0,75012.0,Appartement,40.01
200000.0,24.0,2.0,75005.0,Appartement,24.03
492700.0,44.0,2.0,75011.0,Appartement,44.73
747000.0,72.0,3.0,75013.0,Appartement,66.96
780000.0,122.0,0.0,75015.0,Local industriel. commercial ou assimilé,121.18
168200.0,15.0,1.0,75013.0,Appartement,0.0
542000.0,50.0,3.0,75013.0,Appartement,53.05
315000.0,28.0,1.0,75014.0,Appartement,28.64
210500.0,23.0,1.0,75015.0,Appartement,18.85
380000.0,35.0,1.0,75016.0,Appartement,34.94
699000.0,64.0,2.0,75015.0,Appartement,64.42
190000.0,16.0,1.0,75014.0,Appartement,0.0
599625.0,100.0,5.0,75013.0,Appartement,0.0
898000.0,92.0,3.0,75016.0,Appartement,91.57
122000.0,12.0,1.0,75015.0,Appartement,9.33
115450.0,12.0,1.0,75013.0,Appartement,12.3
165000.0,19.0,1.0,75011.0,Appartement,18.56
301700.0,27.0,2.0,75013.0,Appartement,0.0
555000.0,50.0,2.0,75005.0,Appartement,50.17
365000.0,35.0,2.0,75015.0,Appartement,35.21
257500.0,27.0,1.0,75015.0,Appartement,28.02
375000.0,46.0,3.0,75014.0,Appartement,45.09
372000.0,32.0,2.0,75012.0,Appartement,32.03
455000.0,50.0,2.0,75015.0,Appartement,0.0
1150000.0,356.0,0.0,75013.0,Local industriel. commercial ou assimilé,128.3
550000.0,55.0,3.0,75012.0,Appartement,56.12
125000.0,18.0,1.0,75011.0,Appartement,9.65
180000.0,15.0,1.0,75007.0,Appartement,14.76
432500.0,52.0,2.0,75015.0,Appartement,46.58
394800.0,37.0,2.0,75011.0,Appartement,38.37
815000.0,68.0,4.0,75015.0,Appartement,68.84
255000.0,27.0,2.0,75014.0,Appartement,25.27
430000.0,48.0,2.0,75015.0,Appartement,0.0
1140000.0,110.0,5.0,75012.0,Appartement,112.0
561700.0,60.0,4.0,75015.0,Appartement,60.5
574000.0,70.0,3.0,75015.0,Appartement,71.65
664000.0,57.0,3.0,75015.0,Appartement,58.14
545200.0,48.0,3.0,75014.0,Appartement,50.14
400000.0,48.0,2.0,75015.0,Appartement,45.51
410000.0,47.0,2.0,75011.0,Appartement,47.57
410000.0,51.0,2.0,75011.0,Appartement,50.91
1095000.0,70.0,3.0,75007.0,Appartement,305.4
708868.0,65.0,3.0,75016.0,Appartement,64.9
550000.0,53.0,2.0,75005.0,Appartement,38.7
174000.0,16.0,1.0,75012.0,Appartement,15.09
126865.0,11.0,1.0,75005.0,Appartement,0.0
427500.0,48.0,3.0,75013.0,Appartement,48.5
685000.0,11.0,0.0,75011.0,Local industriel. commercial ou assimilé,0.0
685000.0,68.0,0.0,75011.0,Local industriel. commercial ou assimilé,65.01
134000.0,12.0,0.0,75011.0,Appartement,10.75
143000.0,9.0,1.0,75016.0,Appartement,10.95
504400.0,60.0,3.0,75016.0,Appartement,36.0
620900.0,55.0,3.0,75015.0,Appartement,50.53
320000.0,24.0,1.0,75007.0,Appartement,24.12
413000.0,49.0,2.0,75013.0,Appartement,49.07
175000.0,22.0,1.0,75013.0,Appartement,21.58
350000.0,17.0,1.0,75006.0,Appartement,15.05
320000.0,29.0,1.0,75016.0,Appartement,0.0
481000.0,56.0,2.0,75016.0,Appartement,55.19
355400.0,25.0,1.0,75016.0,Appartement,24.51
597000.0,67.0,3.0,75011.0,Appartement,63.62
415000.0,41.0,3.0,75012.0,Appartement,41.88
313000.0,31.0,2.0,75013.0,Appartement,34.51
1050000.0,100.0,4.0,75016.0,Appartement,89.22
400000.0,38.0,0.0,75011.0,Local industriel. commercial ou assimilé,46.89
150000.0,22.0,2.0,75011.0,Appartement,22.36
430000.0,65.0,0.0,75012.0,Local industriel. commercial ou assimilé,43.35
251000.0,27.0,2.0,75013.0,Appartement,25.52
204200.0,19.0,1.0,75015.0,Appartement,19.02
481560.0,60.0,2.0,75016.0,Appartement,59.63
280000.0,33.0,1.0,75014.0,Appartement,34.89
265000.0,25.0,0.0,75011.0,Local industriel. commercial ou assimilé,0.0
857000.0,60.0,2.0,75016.0,Appartement,65.01
227500.0,16.0,1.0,75005.0,Appartement,14.27
700000.0,53.0,2.0,75007.0,Appartement,49.43
960128.6,52.0,3.0,75007.0,Appartement,55.05
305000.0,36.0,1.0,75012.0,Appartement,28.06
360000.0,32.0,1.0,75011.0,Appartement,32.8
315200.0,42.0,2.0,75012.0,Appartement,42.04
850000.0,83.0,3.0,75012.0,Appartement,83.5
532000.0,49.0,2.0,75011.0,Appartement,49.51
745000.0,141.0,0.0,75012.0,Local industriel. commercial ou assimilé,159.25
665000.0,61.0,3.0,75015.0,Appartement,59.75
516000.0,50.0,3.0,75012.0,Appartement,0.0
372000.0,24.0,2.0,75011.0,Appartement,29.53
1044520.0,100.0,4.0,75011.0,Appartement,0.0
690000.0,56.0,3.0,75005.0,Appartement,0.0
732500.0,80.0,3.0,75016.0,Appartement,0.0
285000.0,25.0,1.0,75011.0,Appartement,0.0
163450.0,50.0,2.0,75013.0,Appartement,47.85
770000.0,43.0,1.0,75006.0,Appartement,41.03
225000.0,23.0,1.0,75014.0,Appartement,19.85
554600.0,55.0,3.0,75015.0,Appartement,0.0
375000.0,26.0,2.0,75014.0,Appartement,26.35
375000.0,11.0,0.0,75014.0,Local industriel. commercial ou assimilé,0.0
425000.0,59.0,3.0,75013.0,Appartement,60.39
476000.0,57.0,3.0,75012.0,Appartement,0.0
241000.0,25.0,2.0,75015.0,Appartement,25.49
200000.0,22.0,2.0,75011.0,Appartement,0.0
475282.0,42.0,3.0,75015.0,Appartement,37.85
168192.0,18.0,1.0,75006.0,Appartement,18.02
115000.0,25.0,2.0,75013.0,Appartement,0.0
345000.0,70.0,0.0,75013.0,Local industriel. commercial ou assimilé,64.71
870000.0,65.0,3.0,75016.0,Appartement,64.14
280000.0,22.0,1.0,75016.0,Appartement,28.81
1070000.0,74.0,0.0,75007.0,Local industriel. commercial ou assimilé,0.0
627100.0,60.0,3.0,75016.0,Appartement,0.0
400000.0,36.0,3.0,75006.0,Appartement,36.89
350000.0,28.0,2.0,75015.0,Appartement,28.73
120000.0,11.0,1.0,75012.0,Appartement,10.9
121000.0,9.0,1.0,75014.0,Appartement,9.5
555000.0,45.0,2.0,75011.0,Appartement,52.84
255000.0,20.0,0.0,75012.0,Local industriel. commercial ou assimilé,19.67
515000.0,36.0,2.0,75007.0,Appartement,39.47
440000.0,47.0,3.0,75012.0,Appartement,45.8
736400.0,60.0,3.0,75015.0,Appartement,63.7
245000.0,14.0,1.0,75005.0,Appartement,15.02
251000.0,28.0,2.0,75013.0,Appartement,29.09
530000.0,30.0,1.0,75007.0,Appartement,26.1
460000.0,41.0,2.0,75015.0,Appartement,36.72
640000.0,50.0,2.0,75016.0,Appartement,52.42
913000.0,72.0,3.0,75014.0,Appartement,78.19
329085.0,28.0,1.0,75011.0,Appartement,26.94
182250.0,18.0,1.0,75015.0,Appartement,19.01
310000.0,28.0,2.0,75012.0,Appartement,27.82
205000.0,12.0,1.0,75012.0,Appartement,16.1
152500.0,17.0,1.0,75012.0,Appartement,15.73
236000.0,23.0,2.0,75012.0,Appartement,24.09
933000.0,87.0,4.0,75015.0,Appartement,87.13
1020000.0,92.0,3.0,75016.0,Appartement,92.0
450201.0,40.0,1.0,75016.0,Appartement,41.02
400000.0,39.0,2.0,75014.0,Appartement,40.55
471000.0,36.0,1.0,75016.0,Appartement,0.0
995000.0,62.0,3.0,75016.0,Appartement,64.44
530000.0,50.0,2.0,75015.0,Appartement,50.21
528500.0,51.0,2.0,75011.0,Appartement,52.38
294500.0,36.0,2.0,75012.0,Appartement,34.57
480000.0,24.0,0.0,75016.0,Local industriel. commercial ou assimilé,23.8
230000.0,15.0,1.0,75006.0,Appartement,14.01
163000.0,23.0,1.0,75015.0,Appartement,13.72
501250.0,49.0,2.0,75015.0,Appartement,48.01
410000.0,45.0,2.0,75005.0,Appartement,92.42999999999999
797900.0,74.0,3.0,75015.0,Appartement,74.24
210000.0,17.0,2.0,75011.0,Appartement,19.24
347000.0,28.0,2.0,75015.0,Appartement,29.04
430000.0,51.0,2.0,75015.0,Appartement,50.06
400000.0,36.0,2.0,75011.0,Appartement,34.6
710000.0,52.0,2.0,75016.0,Appartement,66.57
665000.0,51.0,3.0,75011.0,Appartement,0.0
565000.0,53.0,3.0,75011.0,Appartement,54.34
673000.0,67.0,4.0,75015.0,Appartement,66.51
470600.0,55.0,2.0,75012.0,Appartement,0.0
515000.0,60.0,2.0,75013.0,Appartement,0.0
630000.0,83.0,3.0,75011.0,Appartement,79.92
630000.0,9.0,1.0,75011.0,Appartement,0.0
1119000.0,80.0,2.0,75015.0,Appartement,75.39
116000.0,11.0,1.0,75015.0,Appartement,9.62
699530.0,50.0,2.0,75016.0,Appartement,50.81
184170.0,23.0,1.0,75011.0,Appartement,22.03
937900.0,75.0,3.0,75015.0,Appartement,0.0
203000.0,14.0,0.0,75007.0,Local industriel. commercial ou assimilé,14.02
210000.0,23.0,1.0,75016.0,Appartement,0.0
1016000.0,79.0,4.0,75011.0,Appartement,0.0
265000.0,27.0,1.0,75015.0,Appartement,27.27
